RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
"8,192.00","15,759,480.00",H?,644.00,France,Female,40.00,10.00,"139,180.97",1.00,1.00,1.00,"19,959.67",0.00
"8,193.00","15,587,712.00",Chimaijem,589.00,France,Male,36.00,8.00,"114,435.47",1.00,1.00,0.00,"26,955.72",0.00
"8,194.00","15,671,165.00",Esomchi,592.00,France,Female,66.00,5.00,"149,950.19",1.00,1.00,1.00,"76,267.59",0.00
"8,195.00","15,620,746.00",Lorenzo,632.00,France,Male,42.00,4.00,"126,115.60",1.00,1.00,0.00,"100,998.50",0.00
"8,196.00","15,706,537.00",Pirogov,577.00,Germany,Female,59.00,7.00,"111,396.97",1.00,0.00,1.00,"191,070.01",0.00
"8,197.00","15,589,312.00",Larkin,588.00,France,Male,30.00,3.00,"115,007.08",1.00,0.00,0.00,"176,858.50",0.00
"8,198.00","15,741,180.00",Eddy,617.00,France,Male,54.00,6.00,"102,141.90",1.00,1.00,1.00,"45,325.26",0.00
"8,199.00","15,733,888.00",Sells,668.00,Spain,Female,36.00,3.00,"133,686.52",1.00,1.00,0.00,"190,958.48",1.00
"8,200.00","15,798,532.00",Crawford,810.00,France,Male,32.00,9.00,"120,879.73",2.00,0.00,1.00,"78,896.59",0.00
"8,201.00","15,577,359.00",Bezrukov,767.00,Spain,Male,47.00,5.00,0.00,1.00,1.00,0.00,"121,964.46",1.00
"8,202.00","15,614,936.00",Mancini,718.00,Spain,Female,49.00,10.00,"82,321.88",1.00,0.00,1.00,"11,144.40",0.00
"8,203.00","15,747,647.00",Iadanza,589.00,Spain,Female,27.00,4.00,0.00,2.00,1.00,0.00,"144,181.48",0.00
"8,204.00","15,588,566.00",Wilkinson,778.00,Spain,Male,33.00,5.00,"116,474.28",2.00,1.00,1.00,"32,757.55",0.00
"8,205.00","15,570,141.00",P'eng,724.00,France,Female,34.00,3.00,"132,352.69",1.00,1.00,0.00,"80,320.30",0.00
"8,206.00","15,800,793.00",St Clair,477.00,Germany,Female,39.00,4.00,"182,491.57",1.00,1.00,0.00,"185,830.72",0.00
"8,207.00","15,572,415.00",Preston,580.00,France,Male,34.00,6.00,0.00,2.00,1.00,1.00,"160,095.31",0.00
"8,208.00","15,635,125.00",Findlay,566.00,Spain,Male,63.00,2.00,"120,787.18",2.00,1.00,1.00,"52,198.84",0.00
"8,209.00","15,636,551.00",Nixon,711.00,France,Female,29.00,3.00,"130,181.47",2.00,1.00,0.00,"31,811.44",0.00
"8,210.00","15,600,912.00",Gorshkov,706.00,Germany,Male,32.00,5.00,"88,348.43",2.00,1.00,1.00,"104,181.78",0.00
"8,211.00","15,768,476.00",Chukwubuikem,703.00,Spain,Male,31.00,6.00,0.00,2.00,1.00,1.00,"67,667.19",0.00
"8,212.00","15,650,266.00",Medvedeva,679.00,Germany,Male,39.00,2.00,"146,186.28",2.00,1.00,1.00,"193,974.47",0.00
"8,213.00","15,621,004.00",Chukwuhaenye,603.00,France,Male,32.00,7.00,0.00,1.00,1.00,0.00,"198,055.94",1.00
"8,214.00","15,748,352.00",Endrizzi,598.00,Spain,Male,34.00,0.00,"104,488.17",1.00,0.00,1.00,"43,249.67",0.00
"8,215.00","15,788,920.00",Ch'ang,836.00,Germany,Female,32.00,4.00,"109,196.67",2.00,1.00,0.00,"55,218.02",0.00
"8,216.00","15,743,236.00",Piccio,687.00,France,Female,61.00,7.00,"80,538.56",1.00,1.00,0.00,"131,305.37",1.00
"8,217.00","15,637,717.00",Lockington,704.00,Germany,Male,41.00,4.00,"109,026.80",2.00,1.00,1.00,"43,117.10",0.00
"8,218.00","15,635,500.00",Seleznyov,605.00,Germany,Male,75.00,2.00,"61,319.63",1.00,0.00,1.00,"186,655.11",0.00
"8,219.00","15,634,792.00",Weston,516.00,France,Female,40.00,9.00,0.00,2.00,0.00,1.00,"33,266.29",0.00
"8,220.00","15,607,560.00",Groom,572.00,France,Female,39.00,2.00,0.00,2.00,1.00,1.00,555.28,0.00
"8,221.00","15,727,177.00",Manfrin,557.00,France,Male,42.00,6.00,"177,822.03",1.00,1.00,0.00,"150,944.31",1.00
"8,222.00","15,774,358.00",Robertson,443.00,Germany,Male,59.00,4.00,"110,939.30",1.00,1.00,0.00,"72,846.58",1.00
"8,223.00","15,791,304.00",Ch'ang,604.00,Germany,Male,25.00,7.00,"165,413.43",1.00,1.00,1.00,"35,279.74",0.00
"8,224.00","15,603,328.00",Lucchesi,483.00,France,Male,27.00,1.00,"77,805.66",1.00,1.00,1.00,"2,101.89",0.00
"8,225.00","15,804,937.00",Cambage,702.00,France,Male,50.00,3.00,0.00,2.00,0.00,0.00,"94,949.84",0.00
"8,226.00","15,804,142.00",Tan,670.00,Spain,Female,57.00,3.00,"175,575.95",2.00,1.00,0.00,"99,061.75",1.00
"8,227.00","15,608,845.00",Tao,804.00,Spain,Female,38.00,3.00,"124,197.22",1.00,1.00,0.00,"74,692.06",0.00
"8,228.00","15,702,434.00",Hsieh,850.00,France,Female,30.00,3.00,0.00,2.00,1.00,0.00,"116,692.80",0.00
"8,229.00","15,632,609.00",Burdekin,554.00,France,Female,39.00,10.00,"160,132.75",1.00,1.00,0.00,"32,824.15",0.00
"8,230.00","15,603,550.00",Longo,588.00,Germany,Female,37.00,7.00,"70,258.88",2.00,1.00,0.00,"139,607.61",0.00
"8,231.00","15,755,239.00",Maughan,758.00,Germany,Male,32.00,4.00,"162,657.64",2.00,1.00,1.00,"115,525.13",0.00
"8,232.00","15,670,528.00",Franz,787.00,Germany,Male,43.00,0.00,"132,217.45",1.00,1.00,0.00,"20,955.03",1.00
"8,233.00","15,732,704.00",Piazza,582.00,Spain,Male,25.00,9.00,"148,042.97",2.00,1.00,0.00,"52,341.15",0.00
"8,234.00","15,589,019.00",Morant,633.00,Spain,Female,33.00,4.00,"92,855.02",1.00,1.00,1.00,"159,813.18",0.00
"8,235.00","15,677,796.00",Becher,766.00,Germany,Male,47.00,9.00,"129,289.98",1.00,1.00,0.00,"169,935.46",1.00
"8,236.00","15,760,177.00",Lombardi,564.00,Spain,Male,37.00,9.00,"100,252.18",1.00,1.00,1.00,"146,033.52",0.00
"8,237.00","15,636,595.00",Loton,602.00,Spain,Male,37.00,3.00,"107,592.89",2.00,0.00,1.00,"153,122.73",0.00
"8,238.00","15,737,275.00",Conti,649.00,France,Male,39.00,3.00,"113,096.41",1.00,1.00,1.00,"60,335.24",0.00
"8,239.00","15,672,905.00",Sani,679.00,Spain,Female,40.00,7.00,0.00,2.00,1.00,1.00,"163,757.29",0.00
"8,240.00","15,753,955.00",Lori,639.00,Spain,Male,34.00,7.00,"149,940.04",2.00,0.00,0.00,"156,648.81",0.00
"8,241.00","15,708,504.00",Wong,790.00,Germany,Male,50.00,8.00,"121,438.58",1.00,1.00,1.00,"176,471.78",1.00
"8,242.00","15,592,451.00",Lombardi,565.00,France,Male,32.00,9.00,0.00,2.00,1.00,0.00,"5,388.30",0.00
"8,243.00","15,790,455.00",Obialo,478.00,France,Female,50.00,2.00,0.00,1.00,0.00,1.00,"93,332.64",1.00
"8,244.00","15,572,174.00",Mazzi,825.00,France,Male,29.00,3.00,"148,874.01",2.00,0.00,1.00,"71,192.82",0.00
"8,245.00","15,656,330.00",Von Doussa,528.00,Spain,Female,32.00,0.00,"68,138.37",1.00,1.00,1.00,"170,309.19",0.00
"8,246.00","15,569,626.00",Miller,577.00,Spain,Male,35.00,5.00,"110,080.30",1.00,1.00,1.00,"109,794.31",0.00
"8,247.00","15,608,726.00",Miracle,663.00,France,Male,24.00,7.00,0.00,2.00,1.00,1.00,"166,310.82",0.00
"8,248.00","15,637,366.00",Su,505.00,Germany,Female,25.00,5.00,"114,268.85",2.00,1.00,1.00,"126,728.27",0.00
"8,249.00","15,778,049.00",Wyatt,633.00,Germany,Male,29.00,6.00,"117,412.35",1.00,0.00,0.00,"30,338.94",0.00
"8,250.00","15,727,421.00",Anayolisa,586.00,France,Female,38.00,6.00,0.00,2.00,1.00,1.00,"37,935.83",0.00
"8,251.00","15,688,865.00",Wade,850.00,France,Female,35.00,9.00,0.00,2.00,0.00,0.00,"25,329.48",0.00
"8,252.00","15,751,032.00",Enemuo,629.00,Germany,Female,37.00,1.00,"35,549.81",2.00,0.00,0.00,"49,676.33",0.00
"8,253.00","15,734,737.00",Bruno,744.00,France,Male,56.00,9.00,0.00,2.00,1.00,1.00,"169,498.61",0.00
"8,254.00","15,746,515.00",Greece,750.00,France,Male,36.00,7.00,"136,492.92",3.00,1.00,1.00,"26,500.29",1.00
"8,255.00","15,664,311.00",Yang,637.00,Germany,Male,28.00,3.00,"123,675.69",1.00,1.00,1.00,"166,458.41",0.00
"8,256.00","15,708,139.00",Brown,575.00,France,Female,40.00,1.00,"139,532.34",1.00,1.00,0.00,"181,294.39",0.00
"8,257.00","15,768,574.00",Anderson,671.00,Spain,Male,58.00,1.00,"178,713.98",1.00,1.00,1.00,"21,768.21",0.00
"8,258.00","15,738,018.00",Johnston,571.00,France,Male,40.00,5.00,0.00,2.00,0.00,0.00,"72,849.29",0.00
"8,259.00","15,699,753.00",Zakharov,590.00,France,Male,41.00,1.00,"89,086.31",1.00,1.00,0.00,"24,499.97",0.00
"8,260.00","15,703,199.00",Golibe,619.00,Spain,Male,38.00,3.00,"96,143.47",1.00,0.00,0.00,"98,994.92",0.00
"8,261.00","15,627,830.00",Nikitina,640.00,Germany,Female,30.00,5.00,"32,197.64",1.00,0.00,1.00,"141,446.01",0.00
"8,262.00","15,570,855.00",Leonard,670.00,France,Male,38.00,7.00,0.00,2.00,1.00,1.00,"77,864.41",0.00
"8,263.00","15,772,503.00",Burns,737.00,France,Female,33.00,4.00,0.00,2.00,1.00,0.00,"115,115.32",0.00
"8,264.00","15,584,453.00",Burtch,555.00,Spain,Male,32.00,10.00,0.00,2.00,0.00,1.00,"168,605.96",0.00
"8,265.00","15,710,111.00",Clark,742.00,France,Male,33.00,6.00,0.00,2.00,0.00,0.00,"38,550.40",0.00
"8,266.00","15,618,562.00",Woodward,618.00,Germany,Female,40.00,0.00,"140,306.38",1.00,1.00,0.00,"160,618.61",1.00
"8,267.00","15,706,764.00",Spencer,560.00,France,Female,35.00,1.00,0.00,2.00,1.00,0.00,"3,701.63",0.00
"8,268.00","15,798,737.00",Chao,654.00,France,Male,38.00,8.00,0.00,2.00,1.00,0.00,"88,659.44",0.00
"8,269.00","15,712,608.00",Costa,787.00,Germany,Female,42.00,2.00,"74,483.97",2.00,0.00,1.00,"44,273.91",0.00
"8,270.00","15,636,736.00",McLachlan,611.00,France,Female,53.00,7.00,0.00,2.00,0.00,1.00,"156,495.39",1.00
"8,271.00","15,703,544.00",Hung,559.00,Spain,Male,34.00,0.00,0.00,1.00,1.00,0.00,"182,988.94",0.00
"8,272.00","15,815,645.00",Akhtar,481.00,France,Male,37.00,8.00,"152,303.66",2.00,1.00,1.00,"175,082.20",0.00
"8,273.00","15,705,739.00",Toscani,753.00,Germany,Male,32.00,5.00,"159,904.79",1.00,1.00,0.00,"148,811.14",0.00
"8,274.00","15,709,643.00",Gray,675.00,France,Male,32.00,1.00,0.00,3.00,1.00,0.00,"85,901.09",0.00
"8,275.00","15,669,805.00",Warren,748.00,Germany,Female,31.00,1.00,"99,557.94",1.00,1.00,0.00,"199,255.32",0.00
"8,276.00","15,737,489.00",Ramsden,610.00,Spain,Female,46.00,5.00,"116,886.59",1.00,0.00,0.00,"107,973.44",0.00
"8,277.00","15,775,131.00",Bartlett,580.00,Spain,Male,32.00,9.00,"142,188.20",2.00,0.00,1.00,"128,028.60",0.00
"8,278.00","15,765,283.00",Wenz,624.00,Germany,Female,40.00,3.00,"149,961.99",2.00,1.00,0.00,"104,610.86",0.00
"8,279.00","15,628,715.00",Kisch,709.00,France,Female,36.00,8.00,0.00,2.00,1.00,1.00,"69,676.55",0.00
"8,280.00","15,813,283.00",Mai,605.00,France,Female,34.00,2.00,0.00,1.00,0.00,0.00,"35,982.42",0.00
"8,281.00","15,745,716.00",McGregor,706.00,Spain,Male,53.00,7.00,0.00,2.00,0.00,1.00,"117,939.17",0.00
"8,282.00","15,598,485.00",Pinto,567.00,Spain,Male,40.00,8.00,"28,649.64",1.00,1.00,1.00,"95,140.62",0.00
"8,283.00","15,696,552.00",Newman,747.00,France,Female,21.00,4.00,"81,025.60",2.00,1.00,0.00,"167,682.57",0.00
"8,284.00","15,754,569.00",Pagnotto,664.00,France,Male,57.00,1.00,0.00,2.00,1.00,1.00,"56,562.57",0.00
"8,285.00","15,701,741.00",Williams,711.00,France,Female,39.00,3.00,"152,462.79",1.00,1.00,0.00,"90,305.97",0.00
"8,286.00","15,572,631.00",Ndubuisi,609.00,France,Male,25.00,10.00,0.00,1.00,0.00,1.00,"109,895.16",0.00
"8,287.00","15,636,069.00",Plummer,632.00,Spain,Male,28.00,7.00,"155,519.59",1.00,1.00,0.00,"1,843.24",0.00
"8,288.00","15,682,467.00",Chimezie,725.00,France,Female,36.00,1.00,"118,851.05",1.00,1.00,1.00,"102,747.02",0.00
"8,289.00","15,790,744.00",Nash,850.00,France,Female,34.00,9.00,"92,899.27",2.00,1.00,0.00,"97,465.89",0.00
"8,290.00","15,625,023.00",Onochie,682.00,France,Male,40.00,4.00,0.00,1.00,0.00,1.00,"105,352.55",0.00
"8,291.00","15,731,267.00",Rizzo,797.00,France,Male,37.00,4.00,"75,263.70",1.00,1.00,0.00,"85,801.77",0.00
"8,292.00","15,742,879.00",Boni,668.00,Spain,Male,38.00,1.00,"147,904.31",1.00,1.00,1.00,"69,370.05",0.00
"8,293.00","15,757,015.00",Davies,783.00,Germany,Female,41.00,5.00,"106,640.50",1.00,1.00,0.00,"176,945.96",0.00
"8,294.00","15,770,711.00",Lu,766.00,Germany,Female,28.00,4.00,"90,696.78",1.00,0.00,1.00,"21,597.20",0.00
"8,295.00","15,569,430.00",Burrows,704.00,Spain,Female,36.00,2.00,"175,509.80",2.00,1.00,0.00,"152,039.67",0.00
"8,296.00","15,617,304.00",Ershova,722.00,France,Male,40.00,6.00,0.00,2.00,1.00,1.00,"111,893.09",0.00
"8,297.00","15,704,466.00",Udokamma,692.00,France,Female,34.00,7.00,0.00,2.00,1.00,0.00,"195,074.62",0.00
"8,298.00","15,664,681.00",Aitken,584.00,France,Female,35.00,2.00,"114,321.28",2.00,0.00,0.00,"15,959.01",0.00
"8,299.00","15,605,534.00",Turnbull,644.00,Germany,Female,51.00,4.00,"95,560.04",1.00,0.00,0.00,"72,628.84",1.00
"8,300.00","15,792,473.00",Reilly,598.00,Germany,Female,50.00,5.00,"88,379.81",3.00,0.00,1.00,"64,157.24",1.00
"8,301.00","15,802,625.00",Hardy,733.00,Germany,Male,48.00,7.00,"85,915.52",1.00,1.00,1.00,"23,860.50",0.00
"8,302.00","15,766,017.00",Brookman,615.00,Germany,Male,58.00,3.00,"72,309.30",1.00,1.00,1.00,"85,687.09",1.00
"8,303.00","15,762,172.00",Kerr,850.00,France,Female,39.00,2.00,0.00,2.00,1.00,0.00,"179,451.42",0.00
"8,304.00","15,728,333.00",McBurney,521.00,France,Male,43.00,8.00,0.00,1.00,1.00,1.00,"93,180.09",0.00
"8,305.00","15,792,868.00",Mickey,675.00,France,Male,69.00,1.00,0.00,2.00,1.00,0.00,"157,097.09",0.00
"8,306.00","15,605,698.00",Harrison,746.00,France,Male,58.00,3.00,0.00,3.00,1.00,1.00,"80,344.96",1.00
"8,307.00","15,777,060.00",Olszewski,770.00,France,Female,33.00,4.00,0.00,1.00,1.00,0.00,"26,080.54",1.00
"8,308.00","15,626,243.00",Chijioke,618.00,France,Male,30.00,3.00,"133,844.22",1.00,1.00,1.00,"31,406.93",0.00
"8,309.00","15,719,898.00",Young,556.00,France,Male,36.00,7.00,"154,872.08",2.00,1.00,1.00,"32,044.64",0.00
"8,310.00","15,599,976.00",Bellasis,749.00,France,Female,27.00,9.00,0.00,2.00,1.00,0.00,"132,734.87",0.00
"8,311.00","15,752,809.00",De Mestre,702.00,Spain,Male,43.00,6.00,"116,121.67",1.00,1.00,0.00,"61,602.42",0.00
"8,312.00","15,589,698.00",De Luca,555.00,Germany,Male,42.00,6.00,"107,104.50",1.00,1.00,1.00,"41,304.44",1.00
"8,313.00","15,609,977.00",Mundy,587.00,France,Male,47.00,6.00,"71,026.77",1.00,1.00,0.00,"57,962.41",0.00
"8,314.00","15,750,121.00",Tung,639.00,France,Male,38.00,3.00,0.00,1.00,1.00,0.00,"42,862.82",0.00
"8,315.00","15,734,177.00",Donahue,643.00,France,Male,33.00,4.00,0.00,2.00,1.00,1.00,"152,992.04",0.00
"8,316.00","15,781,347.00",Okagbue,600.00,France,Female,41.00,1.00,0.00,2.00,1.00,1.00,"91,193.65",0.00
"8,317.00","15,592,025.00",Nnaemeka,651.00,France,Male,53.00,7.00,0.00,2.00,1.00,1.00,"130,132.41",0.00
"8,318.00","15,670,163.00",Verjus,666.00,France,Female,27.00,4.00,0.00,2.00,0.00,0.00,"88,751.45",0.00
"8,319.00","15,765,402.00",H?,520.00,France,Female,39.00,6.00,"145,644.05",1.00,0.00,0.00,"104,118.93",0.00
"8,320.00","15,624,343.00",Napolitani,650.00,Spain,Female,50.00,7.00,"129,667.77",1.00,0.00,0.00,"42,028.16",0.00
"8,321.00","15,602,354.00",Ginikanwa,564.00,Germany,Male,33.00,3.00,"109,341.87",1.00,1.00,0.00,"75,632.78",0.00
"8,322.00","15,579,183.00",Spaull,586.00,France,Male,64.00,1.00,0.00,2.00,1.00,1.00,"53,710.23",0.00
"8,323.00","15,584,899.00",Siciliani,617.00,France,Female,35.00,5.00,0.00,2.00,0.00,1.00,"13,066.30",0.00
"8,324.00","15,723,658.00",Voronina,712.00,Spain,Female,30.00,6.00,0.00,2.00,1.00,0.00,"152,417.97",0.00
"8,325.00","15,803,965.00",Tang,654.00,France,Male,55.00,3.00,"87,485.67",1.00,1.00,1.00,"3,299.01",0.00
"8,326.00","15,682,489.00",Crumbley,605.00,France,Male,27.00,9.00,0.00,2.00,1.00,0.00,"198,091.81",0.00
"8,327.00","15,813,645.00",Hamilton,491.00,France,Female,36.00,0.00,"53,369.13",1.00,1.00,1.00,"103,934.12",0.00
"8,328.00","15,766,787.00",Piazza,707.00,France,Female,35.00,9.00,0.00,2.00,1.00,1.00,"70,403.65",0.00
"8,329.00","15,687,171.00",Birch,638.00,Spain,Male,34.00,5.00,"146,679.77",1.00,1.00,0.00,"102,179.86",0.00
"8,330.00","15,690,744.00",Custance,683.00,France,Male,43.00,2.00,"112,499.42",2.00,1.00,0.00,"30,375.18",0.00
"8,331.00","15,707,974.00",Anayochukwu,815.00,Spain,Female,38.00,2.00,"48,387.00",1.00,1.00,0.00,"184,796.84",0.00
"8,332.00","15,673,084.00",Galkin,645.00,Spain,Male,38.00,1.00,"68,079.80",1.00,0.00,1.00,"166,264.89",0.00
"8,333.00","15,814,772.00",Adams,645.00,Germany,Male,49.00,4.00,"160,133.88",1.00,0.00,1.00,"88,391.97",0.00
"8,334.00","15,743,709.00",Toomey,683.00,France,Male,30.00,4.00,"66,190.33",1.00,1.00,1.00,"115,186.97",0.00
"8,335.00","15,610,343.00",Marshall-Hall,705.00,France,Female,37.00,10.00,0.00,2.00,1.00,1.00,"13,935.53",1.00
"8,336.00","15,737,414.00",Shen,647.00,France,Male,35.00,4.00,"123,761.68",1.00,1.00,0.00,"83,910.40",0.00
"8,337.00","15,788,480.00",Pagnotto,786.00,Germany,Female,33.00,0.00,"122,325.58",1.00,0.00,0.00,"34,712.34",1.00
"8,338.00","15,568,519.00",Wood,534.00,France,Male,41.00,9.00,0.00,2.00,1.00,0.00,"13,871.34",0.00
"8,339.00","15,792,453.00",More,602.00,Spain,Female,42.00,1.00,"138,912.17",1.00,1.00,1.00,"139,494.75",0.00
"8,340.00","15,658,100.00",Piccio,695.00,France,Female,42.00,0.00,0.00,2.00,0.00,1.00,"140,724.64",0.00
"8,341.00","15,695,197.00",Tochukwu,553.00,Germany,Female,25.00,7.00,"128,524.19",2.00,1.00,0.00,"20,682.46",0.00
"8,342.00","15,749,807.00",Graham,516.00,Spain,Female,31.00,3.00,0.00,2.00,1.00,0.00,"124,202.26",0.00
"8,343.00","15,773,876.00",Tung,655.00,France,Female,34.00,3.00,0.00,2.00,1.00,0.00,"159,638.77",0.00
"8,344.00","15,591,698.00",P'eng,849.00,Germany,Female,49.00,9.00,"132,934.89",1.00,1.00,0.00,"171,056.65",1.00
"8,345.00","15,712,813.00",Nevzorova,520.00,Germany,Male,43.00,3.00,"150,805.17",3.00,0.00,1.00,"25,333.03",1.00
"8,346.00","15,763,898.00",Toscani,568.00,Spain,Female,46.00,3.00,0.00,2.00,1.00,1.00,"29,372.62",0.00
"8,347.00","15,793,324.00",McKenzie,695.00,Spain,Male,32.00,9.00,0.00,3.00,0.00,1.00,"38,533.79",0.00
"8,348.00","15,757,759.00",Okwuoma,807.00,Spain,Female,28.00,7.00,"165,969.26",3.00,1.00,0.00,"156,122.13",1.00
"8,349.00","15,796,230.00",Morley,642.00,Germany,Female,36.00,2.00,"124,495.98",3.00,1.00,1.00,"57,904.22",1.00
"8,350.00","15,611,729.00",Kerr,703.00,Germany,Male,39.00,1.00,"141,559.50",1.00,1.00,1.00,"31,257.10",1.00
"8,351.00","15,709,531.00",Harding,556.00,France,Male,38.00,2.00,"114,756.14",1.00,1.00,0.00,"193,214.05",0.00
"8,352.00","15,650,751.00",Butler,585.00,France,Female,30.00,6.00,0.00,2.00,1.00,1.00,"137,757.69",0.00
"8,353.00","15,641,413.00",Crawford,587.00,Germany,Female,49.00,7.00,"155,393.98",2.00,1.00,0.00,"13,308.20",1.00
"8,354.00","15,753,840.00",Brown,524.00,Spain,Female,32.00,6.00,0.00,1.00,1.00,1.00,"132,861.90",1.00
"8,355.00","15,669,994.00",Greece,556.00,Germany,Female,31.00,1.00,"128,663.81",2.00,1.00,0.00,"125,083.29",0.00
"8,356.00","15,695,301.00",Matthews,504.00,Spain,Male,44.00,4.00,"113,522.64",1.00,1.00,1.00,"12,405.20",0.00
"8,357.00","15,792,004.00",Heath,731.00,Spain,Female,26.00,3.00,0.00,2.00,1.00,0.00,"37,697.29",0.00
"8,358.00","15,603,035.00",Vincent,651.00,France,Male,34.00,3.00,0.00,2.00,1.00,1.00,"105,599.65",0.00
"8,359.00","15,717,286.00",Sal,675.00,Spain,Female,40.00,8.00,"79,035.95",1.00,1.00,0.00,"142,783.98",1.00
"8,360.00","15,577,107.00",Milne,657.00,Spain,Female,22.00,6.00,0.00,3.00,0.00,1.00,"168,412.07",1.00
"8,361.00","15,754,747.00",Bazile,686.00,Germany,Male,33.00,9.00,"141,918.09",2.00,0.00,1.00,"184,036.47",0.00
"8,362.00","15,705,676.00",Wardle,690.00,France,Female,35.00,9.00,"107,944.33",2.00,0.00,0.00,"48,478.47",0.00
"8,363.00","15,751,912.00",Lilly,567.00,France,Male,36.00,7.00,0.00,2.00,0.00,1.00,"3,896.08",0.00
"8,364.00","15,677,336.00",Aitken,557.00,Germany,Male,57.00,1.00,"120,043.13",1.00,1.00,0.00,"132,370.75",1.00
"8,365.00","15,684,395.00",Enderby,446.00,Spain,Female,45.00,10.00,"125,191.69",1.00,1.00,1.00,"128,260.86",1.00
"8,366.00","15,659,949.00",Chiu,850.00,France,Male,31.00,1.00,"96,399.31",2.00,1.00,0.00,"106,534.15",0.00
"8,367.00","15,812,422.00",Ugorji,637.00,France,Male,41.00,2.00,0.00,2.00,0.00,1.00,"102,515.42",0.00
"8,368.00","15,806,941.00",Sharpe,499.00,France,Male,60.00,7.00,"76,961.60",2.00,1.00,1.00,"83,643.87",0.00
"8,369.00","15,637,690.00",Houghton,622.00,Germany,Female,34.00,7.00,"98,675.74",1.00,1.00,0.00,"138,906.85",1.00
"8,370.00","15,632,882.00",Konovalova,684.00,Germany,Male,37.00,1.00,"126,817.13",2.00,1.00,1.00,"29,995.83",1.00
"8,371.00","15,807,107.00",Patel,612.00,France,Male,32.00,3.00,"121,394.42",1.00,1.00,0.00,"164,081.42",0.00
"8,372.00","15,661,034.00",Ngozichukwuka,813.00,Germany,Female,29.00,5.00,"106,059.40",1.00,0.00,0.00,"187,976.88",1.00
"8,373.00","15,811,958.00",Medland,850.00,Germany,Male,44.00,2.00,"112,755.34",2.00,0.00,0.00,"158,171.36",0.00
"8,374.00","15,785,167.00",Padovano,795.00,Spain,Male,29.00,4.00,0.00,2.00,0.00,0.00,"155,711.64",0.00
"8,375.00","15,646,720.00",Tsui,628.00,Spain,Female,55.00,7.00,0.00,3.00,1.00,0.00,"85,890.75",1.00
"8,376.00","15,658,614.00",H?,565.00,Germany,Female,38.00,7.00,"145,400.69",2.00,1.00,1.00,"83,844.79",0.00
"8,377.00","15,704,657.00",Denman,601.00,France,Male,39.00,3.00,"72,647.64",1.00,1.00,0.00,"41,777.90",1.00
"8,378.00","15,567,147.00",Ratten,802.00,Spain,Male,40.00,4.00,0.00,2.00,1.00,1.00,"81,908.09",0.00
"8,379.00","15,701,319.00",Baxter,614.00,Germany,Female,37.00,6.00,"96,340.81",2.00,1.00,1.00,"139,377.24",1.00
"8,380.00","15,745,266.00",Norman,434.00,Spain,Male,55.00,6.00,0.00,1.00,0.00,1.00,"73,562.05",1.00
"8,381.00","15,650,437.00",Shen,522.00,Germany,Male,32.00,8.00,"124,450.36",2.00,1.00,1.00,"165,786.10",0.00
"8,382.00","15,764,314.00",Reilly,550.00,Germany,Male,36.00,2.00,"113,877.23",2.00,1.00,0.00,"174,921.91",0.00
"8,383.00","15,612,594.00",Ifeanacho,599.00,Spain,Male,25.00,3.00,0.00,2.00,1.00,1.00,"120,790.02",0.00
"8,384.00","15,593,501.00",Graham,493.00,France,Female,36.00,5.00,"148,667.81",2.00,1.00,0.00,"56,092.51",0.00
"8,385.00","15,804,150.00",Lysaght,755.00,France,Male,34.00,3.00,0.00,2.00,1.00,1.00,"158,816.03",0.00
"8,386.00","15,649,297.00",T'ang,605.00,France,Female,62.00,4.00,"111,065.93",2.00,0.00,1.00,"125,660.99",0.00
"8,387.00","15,641,110.00",Abron,708.00,France,Male,41.00,0.00,0.00,1.00,1.00,0.00,"128,400.62",0.00
"8,388.00","15,660,608.00",Chimaraoke,699.00,France,Male,44.00,8.00,"158,697.61",1.00,1.00,0.00,"107,181.22",0.00
"8,389.00","15,806,570.00",Y?an,763.00,France,Female,53.00,4.00,0.00,1.00,1.00,0.00,"77,203.72",1.00
"8,390.00","15,715,345.00",Sergeyeva,743.00,Spain,Male,25.00,6.00,0.00,2.00,1.00,0.00,"129,740.11",0.00
"8,391.00","15,755,521.00",Ma,660.00,France,Female,48.00,0.00,"90,044.32",2.00,0.00,1.00,"187,604.97",1.00
"8,392.00","15,579,074.00",Obiajulu,619.00,Germany,Male,38.00,10.00,"84,651.79",1.00,1.00,1.00,"184,754.26",0.00
"8,393.00","15,641,158.00",Belcher,739.00,Germany,Male,32.00,3.00,"102,128.27",1.00,1.00,0.00,"63,981.37",1.00
"8,394.00","15,752,507.00",K?,769.00,Germany,Male,60.00,9.00,"148,846.39",1.00,1.00,0.00,"192,831.67",1.00
"8,395.00","15,597,983.00",Brown,692.00,France,Male,69.00,10.00,"154,953.94",1.00,1.00,1.00,"70,849.47",0.00
"8,396.00","15,586,069.00",Abernathy,560.00,France,Female,30.00,0.00,"108,883.29",1.00,1.00,0.00,"27,914.95",0.00
"8,397.00","15,655,082.00",Pape,607.00,France,Female,48.00,4.00,"112,070.86",3.00,1.00,0.00,"173,568.30",1.00
"8,398.00","15,720,155.00",Tao,630.00,Germany,Male,29.00,6.00,"131,354.39",1.00,0.00,1.00,"9,324.31",1.00
